id,name,level,description,knowledge,addInfo
1980,"Clockwork Buccaneer",Creature 9,"Clockwork buccaneers are powerful constructs designed for naval combat. Whereas most clockwork creations sink to the ocean floor while at sea, clockwork buccaneers can use their water jets to easily propel themselves through the water or leap aboard enemy ships. In addition to an internal water tank and hydraulic pumps, most clockwork buccaneers are equipped with a cutlass and arm gun loaded with scatter shot.","Construct  ( Arcana ,  Crafting ) : DC 28 Unspecific Lore : DC 26 Specific Lore : DC 23 ","Intricate, complex machines, clockworks are built with care by highly skilled engineers. Though their creation involves some amount of magic, they're primarily mechanical, packed with precision-tuned gears and springs working in concert. The sturdy mainspring within a clockwork must be wound to provide the energy needed to power the device. Some larger clockworks contain a series of springs for different limbs that each need to be wound. A clockwork's crafter creates a unique metal key while building the clockwork; winding the clockwork usually involves inserting the key into the machine's back and turning clockwise. Larger clockworks require greater strength to turn the key, and typically have larger keys to allow for more torque—some even accommodating a team of winders rather than an individual. Programming a clockwork requires both the key and the knowledge to set the program correctly, information usually reserved for the clockwork's creator or owner. Winding Clockworks A clockwork must be wound to remain operational. Each clockwork has the wind-up ability, with the specifics listed in its stat block. Wind-Up For a clockwork to act, it must be wound with a unique key by another creature. This takes 1 minute. Once wound, it remains operational for the listed amount of time, usually 24 hours, after which time it becomes unaware of its surroundings and can't act until it's wound again. Some clockworks' abilities require them to spend some of their remaining operational time. They can't spend more than they have and shut down immediately once they have 0 time remaining. If it's unclear when a clockwork was last wound, most clockwork keepers wind all their clockworks at a set time, typically 8 a.m. A clockwork that lists standby in its wind-up entry can enter standby mode as a 3-action activity. Its operational time doesn't decrease in standby, but it can sense its surroundings (with a –2 penalty to Perception). It can't act, with one exception: when it perceives a creature, it can exit standby as a reaction (rolling initiative if appropriate). A creature can attempt to Disable a Device to wind a clockwork down (with a DC listed in the wind-up entry). For each success, the clockwork loses 1 hour of operational time. This can be done even if the clockwork is in standby mode. Clockwork ResearchClockworks were invented in ancient times, culminating in the clockwork army of Xin, the first emperor of ancient Thassilon, but were lost for millennia. Disparate peoples later rediscovered the techniques and began to alter and improve them. Today, the Clockwork Cathedral in Absalom is a center of clockwork research, with many breakthroughs also coming from the kingdom of Nex and the mechanically savvy Grand Duchy of Alkenstar. The Qadiran professor Hadia Al-Dannah, formerly of the Clockwork Cathedral, wrote the best-regarded modern text on clockwork design—Glorious Rhythms in Life and Mechanica. Malfunction!Clockworks can be prone to errors if not well maintained or properly programmed. You might want to introduce one of the malfunctions listed below in a clockwork that is in disrepair or gets damaged heavily in battle (such as with a critical hit). Backfire: The clockwork rolls a DC 5 flat check at the start of each of its turns. On a failure, it backfires, dealing 2d6 fire damage in a 15-foot cone, including to itself (basic Reflex save at the standard DC for its level), and is slowed 1 this turn. Damaged Propulsion: The clockwork loses 1d4 hours of operational time at the end of each of its turns. Loose Screws: When damaged, the clockwork attempts a DC 5 flat check. On a failure, a plate of its armor falls loose. It takes a status penalty to AC equal to the number of lost plates (up to –4). Versatile DesignsMost clockwork builders design their mechanical minions to perform a single specific task, as in the case of the clockwork door warden or clockwork disposer. Though these constructs' intended functions are typically limited, creative owners can find workarounds or loopholes to exploit, effectively turning their single-purpose clockwork into a versatile guardian or servant. Of course, nearly every clockwork is pre-programmed to defend itself against foes, a function which typically requires no special action on the clockwork's part. Winding RoutinesMaintaining a group of clockworks that are meant to operate on a regular basis takes planning and attention. A cadre of clockwork soldiers set to patrol a location needs to be regularly wound. Typically, one or more servants are assigned to wind all the clockworks serving in one place at a standard time.  "
1984,"Wraith, Smog",Creature 9,"Clouds of choking fumes and toxic smog continuously shroud these potent undead. They constantly belch forth noxious vapors and find great humor in the death of creatures too weak to resist their vile fumes. These fetid vapors are so dense the corpses of a smog wraith's victims can float among them. Though it's possible to create smog wraiths through necromancy, most are the result of industrialists, inventors, and polluters who in life relished opportunities to exploit nature for profit, power, or prestige. In death, these wretched souls can rise as smog wraiths to continue their spoliation.","Undead  ( Religion ) : DC 28 Unspecific Lore : DC 26 Specific Lore : DC 23 ","Wraiths are malevolent undead who drain life and shun light. Their shadowy, incorporeal forms are dotted with burning eyes that reflect their hatred for the living, and shadowy claws are weapon enough to steal the vitality from their enemies. A wraith may be created by foul necromancy, but more often they are the result of a hermitic murderer or mutilator who even in death could not give up their wicked ways. Further complicating the matter is the fact that wraiths multiply by consuming and transforming the living into more of their foul kind—meaning a handful of wraiths left unchecked can easily turn into a horde of darkness. Wraiths weigh nothing and are unharmed by most physical attacks. They haunt any place where they can feed on the living, though their vulnerability to sunlight confines them to the shadowy places of the world—places where they can blend in seamlessly with their dark surroundings before silently engulfing their prey. Wraiths may form packs with others of their kind in places where death and mayhem are commonplace—countrysides ravaged by war, metropolitan underworlds run by criminal overlords, or sites of fiendish cultic rituals. In these places, the living do well to tread with sunrods and powerful clerics in tow. Ruins, sewers, and abandoned buildings provide sanctuary for wraiths during the day, as the creatures hunt exclusively at night or in dark places. Wraiths are smart enough to take advantage of their incorporeality in combat, so they keep to tortuous caverns or structures with hallways and avoid open areas. As they're formed purely of anti-life from the Negative Energy Plane, wraiths pervade that unholy realm. Within nations and civilizations ruled by the undead, wraiths have places of power as assassins and spies. They're among the ruling class in Geb, but have greater numbers in Ustalav, where packs of wraiths roam graveyards and misty trails, consuming the populations of entire villages. In other parts of the world, wraiths tend not to wander and limit their activity to smaller environs, typically just the site of their chosen haunting and its immediate surroundings. Wraiths In CivilizationWraiths are among the ruling class of Geb, functioning as diplomats, spies, and assassins. They are also welcomed with open arms by the church of Urgathoa and the Whispering Way, both groups seeing the void's embrace as a great blessing. In other areas, like Ustalav, even groups of wraiths stick to graveyards and misty side paths."
1988,"Viewslog",Creature 9,"This creature did not include a description.","Humanoid  ( Society ) : DC 36 Unspecific Lore : DC 34 Specific Lore : DC 31 ",
1990,"Clockwork Shambler Horde",Creature 9,"This creature did not include a description.","Construct  ( Arcana ,  Crafting ) : DC 28 Unspecific Lore : DC 26 Specific Lore : DC 23 ",
2055,"Grave Hag",Creature 9,"Rot-skinned grave hags usually lair in cemeteries, mausoleums, and other burial sites; unlike most hags, they can't alter their appearance into a comely shape, so they hide from most observers. Grave hags consider such a predatory life hiding out in graveyards to be pitiful and squalid—they prefer to dwell in lands where necromancy is common and undeath isn't unusual. These grave hags become adept at necromantic magic and love posing as scholars. Schemers and plotters, they surround themselves with minions whom they send on missions to collect corpses for ghastly rituals.","Humanoid  ( Society ) : DC 28 Unspecific Lore : DC 26 Specific Lore : DC 23 ","Malevolent crones who lurk at the edges of civilization, hags use their deceptive, magical abilities to prey upon humanoids, manipulating and corrupting them. Some say hags arose from fey that became twisted by their inner selfishness. Hags gather together in covens for greater power, craft unique magical items known as hag eyes, and are known to replace infant humanoids with their own offspring—these children are changelings who have the potential to become hags themselves.Foul creatures who appear as wizened old women, hags share little in common with the humanoids they terrorize. They are hateful entities whose greatest joy lies in the corruption and ultimate destruction of anything good and virtuous. Whatever power created the first hags is lost to time, but numerous hag varieties have arisen over the ages, each with their own powers and abilities to spread pain and suffering. Hag CovensHags are dangerous enough on their own, but when they gather in threes to form covens, they grow much more powerful. Haters of HumanityHags loathe all humanoid races, but not equally—the brunt of their wrath is leveled against humans. Hags prey on human society the most, adding human flesh to their cauldron and snatching newborn children before replacing the babes with their own progeny as changelings. One-Sided RivalriesThe hateful creatures known as skelm have much in common with hags, and evidence suggests that they might have some ancient or metaphysical connection to one another. Skelms maintain that they have been unfairly cursed or betrayed by hags and use it as an excuse to antagonize hags. More often than not, hags pay no more attention to skelms than they do any other creature. Other HagsThe four types of hags presented here are but the most notorious of their kind. Others—such as the blood hag, moon hag, storm hag, and winter hag—plague society in other regions of the world. Supporting CharactersHags don't have to be the main threat of an adventure. Heroes must sometimes seek out knowledge or power from someone known to be dangerous or treacherous, a role that hags can fill quite well. When not terrorizing humanoids, hags explore forbidden magic from sources that decent folk would never consider. The Nature of HagsSome believe that hags possess no true form or body of their own, but instead manifest from society’s fear of aging. That no known male hags exist has also puzzled scholars, but perhaps this is but another way in which hags mock society—by presenting themselves as awful stereotypes of elderly women."
2067,"Sulvik",Creature 9,"This creature did not include a description.","Undead  ( Religion ) : DC 36 Unspecific Lore : DC 34 Specific Lore : DC 31 ",
2240,"Enormous Dragonfly",Creature 9,"This creature did not include a description.","Animal  ( Nature ) : DC 26 Unspecific Lore : DC 24 Specific Lore : DC 21 "," 2.0Dragonflies hunt with a combination of agile power and deadly speed. In their early life stages these insects are entirely aquatic predators, but they take to the air once they’ve molted. Most live around bodies of water suitable for spawning, but giant dragonflies have been known to fly many miles when on the hunt. Though their gossamer wings and colorful bodies are beautiful at first glance, an unwary adventurer lured in by the display runs a very real risk of becoming lunch. Dragonfly SpeciesWhile dragonflies come in many colors, the differences between species sometimes extend beyond aesthetic variation. Giant blue dragonflies are larger toxic versions of the insects with a numbing bite that boggards use to craft poisons. Cave dragonflies are slower but stronger variants that dwell in large cavern systems. The legendary storm dragonflies are truly immense creatures that can use their powerful wings to stun foes."
2242,"Bog Mummy Cultist",Creature 9,"This creature did not include a description.","Undead  ( Religion ) : DC 31 Unspecific Lore : DC 29 Specific Lore : DC 26 ","While many cultures practice mummification of the dead for benign reasons, undead mummies are created through foul rituals, typically to provide eternally vigilant guardians. Mummification PracticeNeophytes to mummification typically apprentice to a morgue specializing in the process. Apprenticeships can last several years. Generally, the first mummies one produces are animals, usually of inferior quality. Those who become skilled remain rare enough to be a strategic resource and could be abducted, coerced, or bribed to change their allegiance or sabotage the mummification of their masters."
2276,"Boggard Warden",Creature 9,"This creature did not include a description.","Humanoid  ( Society ) : DC 31 Unspecific Lore : DC 29 Specific Lore : DC 26 ",
100,"Vrock (Wrath Demon)",Creature 9,"When the gates to the Abyss swing wide, the first demons through are often vrocks, vulture-headed scions of rage who wheel through the air on black wings or dance with the exultation of their fiendish power. Their hatred for mortals is matched only by their desire to inflict suffering through their horrible screech or their devastating dance. Vrocks form from the souls of hateful mortals who are thus given another chance to inflict their rage on the world. Vrocks often travel in small groups so as to make the best use of their dance of ruin ability, but they rarely appear in groups larger than four. Against small groups and individuals, they swoop down without fear, hoping to play with their prey before going for the kill. Against formidable foes, they are just as happy to fly above, using their dance of ruin to cast a storm of lightning down on them.","Fiend  ( Religion ) : DC 26 Unspecific Lore : DC 24 Specific Lore : DC 21 ",
145,"Young Bronze Dragon",Creature 9,"Bronze dragons are among the most common of metallic dragons and the most likely to ally with mortals on worthy quests. However, they are naturally scholarly creatures who would rather remain in their lairs studying esoteric lore than go off on a wild adventure. These aloof and stoic dragons also act as preservationists, guarding storehouses of ancient lore from destruction or perversion. Bronze dragons are principled and protective, but while their silver cousins are quick to crusade for justice, bronze dragons prefer to find an important location worthy of their protection and guard it against any attack or unwelcome intrusion. Bronze dragons’ mastery over water and affinity for electricity means they are a boon to sailors caught in thunderstorms. A bronze dragon’s enemies quickly discover neither cloudy sky nor turbulent sea provides shelter from their wrath. Bronze dragons lair along shorelines, often in partially submerged sea caves. While all dragons keep hoards of treasure, the hoard of a bronze dragon more resembles a vast library—with the shelves kept carefully above the waterline, of course. In addition to their collections of esoteric lore, bronze dragons keep treasures associated with the sea, such as beautiful scrimshaw, flawless pearls, and equipment inlaid with mother-of-pearl and abalone shell.","Dragon  ( Arcana ) : DC 26 Unspecific Lore : DC 24 Specific Lore : DC 21 ","Bronze dragons are among the most common of metallic dragons and the most likely to ally with mortals on worthy quests. However, they are naturally scholarly creatures who would rather remain in their lairs studying esoteric lore than go off on a wild adventure. These aloof and stoic dragons also act as preservationists, guarding storehouses of ancient lore from destruction or perversion. Bronze dragons are principled and protective, but while their silver cousins are quick to crusade for justice, bronze dragons prefer to find an important location worthy of their protection and guard it against any attack or unwelcome intrusion.  Bronze dragons' mastery over water and affinity for electricity means they are a boon to sailors caught in thunderstorms. A bronze dragon's enemies quickly discover neither cloudy sky nor turbulent sea provides shelter from their wrath. Bronze dragons lair along shorelines, often in partially submerged sea caves.  While all dragons keep hoards of treasure, the hoard of a bronze dragon more resembles a vast library—with the shelves kept carefully above the waterline, of course. In addition to their collections of esoteric lore, bronze dragons keep treasures associated with the sea, such as beautiful scrimshaw, flawless pearls, and equipment inlaid with mother-of-pearl and abalone shell.Dragon, MetallicRelated Groups Dragon, Brass, Dragon, Copper, Dragon, Gold, Dragon, SilverParagons of virtue, nobility, and grace, metallic dragons are benevolent entities revered as mythic beings akin to gods in both their power and majesty. Few have ever seen a metallic dragon firsthand, but tales of their intervention in mortals’ lives—and of their passing—always spread far and wide. Named for the way their scales resemble the shining metals humanoids use in commerce, warfare, and industry, these immense beings are diverse in their interests and abilities, and they don’t seem to mind being associated with such mundane materials. After all, to compare a gold dragon to a gold coin is like comparing an ocean to a glass of water—though they may seem similar at first glance, the raw power, breadth, and grandeur of one simply overwhelms the other. In addition to metallic dragons and their chromatic counterparts (page 104–115), other types of dragons roam the world and the rest of the multiverse. In the legendary lands of Tian Xia on the other side of the globe are the imperial dragons, serpentine beings who protect the cosmic balance and defend their ancient homeland. Outside the Material Plane, primal dragons such as the domineering brine dragon and reclusive cloud dragon shape the nature and goings-on of the Elemental Planes. Countless other types of dragons are sure to exist, including dragons on far-fiung planes of existence and, it is rumored, primeval dragons who soar between the stars. Shape-Changing Dragons Some dragons can take humanoid form, allowing them to infiltrate settlements or influence others without revealing their true nature. They gain the following ability: Change Shape  [one-action]  (arcane, concentrate, polymorph, transmutation); The dragon takes on the appearance of any Small or Medium humanoid. This doesn’t change its Speed or attack and damage modifiers with its Strikes, but might change the damage type its Strikes deal (typically to bludgeoning). Metallic Dragon Spellcasters Each type of metallic dragon features a sidebar on spellcasting dragons of that kind. To make a metallic dragon spellcaster, remove the dragon’s Draconic Frenzy and Draconic Momentum abilities, and give it the spells outlined in its sidebar. You can swap out any number of these with other arcane spells, provided you keep the same number of spells for each level. You might also want to increase the dragon’s Intelligence, Wisdom, or Charisma modifier by 1 or 2 to reflect its mastery of magic. Metallic Dragons on Golarion Metallic dragons are found throughout the Inner Sea region, especially in pockets of wilderness where they can carve a hideout and then take action on political and social issues, both in their local area and on a wider scale. Their everlasting war with chromatic dragons keeps them in close proximity to their evil brethren; in regions where metallic and chromatic dragons’ territories intersect, humanoid settlements get caught in the crossfire, and villagers and city-dwellers alike rightfully fear for their own safety. Silver dragons lair in abundance around the cold wastes west of Mendev, as a consequence of the days when they joined thousands of crusaders who marched headlong into the demon-infested Worldwound. Bronze dragons are abundant in Taldor, and many copper dragons lair in the wilds of Andoran, where they wage war alongside other freedom fighters to overthrow devils in the neighboring empire of Cheliax. Perhaps the most extreme example of a metallic dragon taking part in human affairs is on the island nation of Hermea, where Mengkare—an ancient gold wyrm—has begun a grand social experiment he calls “the Glorious Endeavor.” Ostensibly intended to create a future utopia on Golarion, this highly controversial experiment is instead regarded by many as a cruel and unusual form of eugenics."
158,"Drakauthix",Creature 9,"The drakauthix is a massive fungus that floats through the heights of the largest Darklands caverns, propelled by bladders that spray air and spores. A voracious but slow-moving hunter, the drakauthix prefers to ambush meaty creatures from above, using its hooked appendages to pull its victims upward to feed. The drakauthix’s digestive process is entirely external—it clings to victims, and its spore-laden surface slowly feeds on and grows through the flesh before the spore-infested carcass is discarded. As the infested body strikes the ground below, it bursts and releases a cloud of spores, unleashing a host of young called sporelings that immediately scuttle up the cavern walls to cling to its ceiling and grow. The drakauthix behaves no more intelligently than most predatory animals, and often uses a sort of symbiotic scavenger method to secure prey by capitalizing on the hunting methods of oozes and vermin found in the large cave systems it frequents. When a relatively mindless creature kills a victim, the drakauthix drifts down, hooks the freshly slain carcass with its tendrils, and reels in its meal. The mindless ooze or other creature that just had its food stolen rarely holds a grudge and simply slithers off to find a new quarry, letting the drakauthix digest the corpse in peace. Of course, the drakauthix isn’t above feasting on more active prey as well, and might attack an adventurer who neglects to look upward for danger when exploring a network of mysterious caves. Some Darklands-dwelling creatures, such as duergars, hunt drakauthixes for their flesh, which has a unique flavor with a peppery aftertaste. Subterranean races also make ink from drakauthixes by burning their carcasses, then grinding and pressing the ashes for a long time until a silvery substance congeals.","Fungus  ( Nature ) : DC 26 Unspecific Lore : DC 24 Specific Lore : DC 21 ",
199,"Tidal Master",Creature 9,"Tidal masters use their power over waves and water to drown their enemies.","Elemental  ( Arcana ,  Nature ) : DC 26 Unspecific Lore : DC 24 Specific Lore : DC 21 ","Water elementals can be very destructive, but often not intentionally so; just as water can bring life to those in need on the Material Plane, its waves can pound shores and rains can flood cities. Water elementals are similarly difficult to predict.ElementalRelated Groups Elemental, Air, Elemental, Air, Elemental, Earth, Elemental, Earth, Elemental, Fire, Elemental, Fire, Elemental, Mephit, Elemental, Metal, Elemental, Scamp, Elemental, Water, Elemental, Wisp, Elemental, WoodThe Elemental Planes—primordial realms defined by aspects of air, earth, fire, or water—are home to a diverse group of beings known as elementals. Spellcasters on the Material Plane call upon elementals for aid, though these enigmatic creatures can also travel to the world of mortals via interplanar gateways and rifts. The elementals on these pages exemplify the creatures of the Elemental Planes, but this list is by no means exhaustive. "Civilized" ElementalsSome elementals, such as invisible stalkers, xorns, and salamanders, have specific cultures and personalities that elevate them beyond simple magical creatures or manifestations of living energy. These creatures are often found in larger settlements or living alongside genies on their respective planes. Diverse ElementalsThe Elemental Planes are more than expanses of sky, rock, fire, and ocean. Clouds of fog, dust, and storms float through the Plane of Air. The Plane of Earth includes verdant groves, shining metal and crystal, and irradiated wastelands. The Plane of Fire features magma, suffocating smoke, and radiant firelight. Amid the endless sea of the Plane of Water are pockets of ooze and brine, plus the otherworldly environs of the deep. Elemental BeingsThe Elemental Planes—primordial realms defined by aspects of air, earth, fire, or water—are home to a diverse group of beings known as elementals. Spellcasters on the Material Plane call upon elementals for aid, though these enigmatic creatures can also travel to the world of mortals via interplanar gateways and rifts. The elementals on these pages exemplify the creatures of the Elemental Planes, but this list is by no means exhaustive. Elemental CreaturesNot all elementals are lumbering, humanoid-shaped creatures. Some take on the forms and natures of animals and beasts from the Material Plane. These creatures often behave in ways similar to their Material Plane counterparts, even though as elementals they lack the animalistic instincts mortal creatures have when it comes to hunting, reproducing, and the like. Elemental creatures are favorites of conjurers due to their small size, relative ease of summoning, and varied abilities. Elemental LordsThe most powerful elementals are demigods known as elemental lords. Until recently, only four evil elemental lords ruled over realms on the Elemental Planes. However, recent events have allowed the previously imprisoned good elemental lords to return to their realms, causing massive conflicts that could lead to planar wars. Elemental VortexesWhere the boundary between planes wears thin, elementals manifest in the world through churning vortexes. Such gateways might lie at the heart of a volcano, a deep ocean trench, in regions beset with earthquakes, or within great storms. Flame and Fathom MeetThough fire and water classically oppose one another, in the right mixture they can become a dangerous combination. Water elementals heated to a scalding temperature through natural factors such as underwater volcanoes might deal 1d6 persistent fire damage with their Strikes, while fire elementals infused with moisture might exude clouds of obscuring or even blinding steam. Melting ElementalsAdd the following optional reaction to the icicle snake, blizzardborn, and icewyrm water elementalsfor a water elemental that changes phase in response to players' actions. Vent Steam  [reaction]  Trigger The elemental takes fire damage and is reduced to half its health or lower; Effect The elemental melts into a column of boiling steam. For 1 minute or until the elemental is dealt cold damage, whichever comes first, any Strikes or abilities that deal cold damage instead deal fire damage, and the elemental's cold immunity and fire vulnerability are reversed. Monstrous ElementalsSome elementals are more than living incarnations of air, earth, fire, or water. Creatures like the genie, the uthul, or the zaramuun have their own complex ecologies and societies. While these creatures originally hail from an Elemental Plane, they can often be found on the Material Plane as well. Other ElementalsWhen energies from elemental planes mix, unusual elemental life can form. The combination of fire and earth, for example, can spawn magma elementals, while air and water can create ice elementals. Lightning elementals form from a conjunction of fire and air, while water and earth give birth to mud elementals. It’s possible that in the vastness of the Great Beyond, even more unusual elementals might exist, although they are as rare as they are strange. Primal ElementalsThe most well known of all elementals are the primal elementals, creatures composed entirely of air, earth, fire, or water with roughly humanoid shapes. Many primal elementals are named after natural disasters, ranging from those relatively small in scale (and roughly the size of Medium humanoids) to much larger ones (often the size of small buildings). Primal elementals can often be found in areas where their namesake disasters have recently struck. Secrets of the SeaThe oceans of the Plane of Water are endless expanses stretching forever in all directions, but for most mortals, even the seas of the Universe have unfathomable depths. Mysterious creatures and frightening truths wait just below the surface, ready to reveal themselves to those willing to peer just beyond the limits of their vision."
260,"Nessian Warhound",Creature 9,"Believed to be bred by the Prince of Darkness himself within vast kennels in the infernal realm of Nessus, Nessian warhounds are the favored guards and hunting hounds of powerful fiends and, rarely, those mortals who worship them and have earned their favor.","Beast  ( Arcana ,  Nature ) : DC 26 Fiend  ( Religion ) : DC 26 Unspecific Lore : DC 24 Specific Lore : DC 21 ","Hell hounds are fiendish, extraplanar canines hailing from the pit that can hunt down quarry and breathe supernatural gouts of flame. They are temperamental and quick to aggressive behavior. Hell Hound MinionsOn the Material Plane, these fiends are sometimes found in the service of fire-loving monsters such as fire giants or efreet, as well as mortals who seek to tame some of the raw power of Hell. In Cheliax, Hellknights occasionally call upon hell hounds to track down fugitives and traitors."
565,"Dracolisk",Creature 9,"Dracolisks are rare magical crossbreeds of chromatic dragons and basilisks. None now know how they first came to be, but they have proven viable and can breed with one another as well as with basilisks. While a dracolisk appears much like a young true dragon of its parent type, its eight legs are an immediate indication that it is something more. Its coloration varies, depending on the nature of its draconic ancestry, though it's lighter on its underside and darker near its wing tips. A typical dracolisk is 15 feet long and weighs 3,000 pounds.","Beast  ( Arcana ,  Nature ) : DC 28 Dragon  ( Arcana ) : DC 28 Unspecific Lore : DC 26 Specific Lore : DC 23 ","This entry did not have a separate description for the family."
582,"Titan Centipede",Creature 9,"These colossal, solitary centipedes claim vast hunting grounds.","Animal  ( Nature ) : DC 26 Unspecific Lore : DC 24 Specific Lore : DC 21 ","Hunters and scavengers that live amid dung and detritus, centipedes are a relatively common and often reviled threat faced by adventurers. Scurrying about with surprising speed on the scores of legs attached to their long, segmented bodies, centipedes strike with poisoned mandibles to slow and torment their prey with a vicious toxin before they settle down to feed in slow and disgusting leisure. Centipede SpeciesCentipedes take nearly countless forms amid nearly every climate, with specific traits and abilities varying wildly between species. Tangled forests, arid deserts, foul sewers, deep caverns, and abandoned buildings are all common haunts for centipedes, from oversized specimens capable of taking down significant prey alone to carpets of frenzied vermin gathered into a dangerous swarm. Larger and more specialized centipedes than the two presented here exist, such as the sleek giant whiptail centipede or the immense titan centipede. Massive MyriapodsAll centipedes prefer to eat carrion, gathering in numbers around large corpses or battlefields and jealously guarding their troves of flesh from any who would disturb them. Monstrous centipedes are also aggressive hunters and are particularly fond of devouring horses and similar creatures, often snatching a mount right out from under its rider. They are unusually stealthy for creatures of their size, making their swift strikes all the more frightening."
608,"Osyluth (Bone Devil)",Creature 9,"An osyluth is an unparalleled inquisitor that revels in the sadism and torture for which Hell is so well known. These devils' charge is to seek out heresies, both among mortals and among other fiends—a commandment they uphold with unwavering fervor. They spawn within the Styx-fed swamps of Hell's fifth layer, Stygia; where heresies and the souls of heretics stagnate, osyluths eventually rise. In the remote corners of that same layer of Hell, they build massive, calcified hives where they perform their vile interrogations and perfect their torturous arts upon lesser devils and petitioners alike.","Fiend  ( Religion ) : DC 26 Unspecific Lore : DC 24 Specific Lore : DC 21 ","Masters of corruption and architects of conquest, devils seek both to tempt mortal life to join in their pursuit of all things profane and to spread tyranny throughout all worlds. The temptations they offer mortals range from great powers granted by the signing of an infernal contract to twisted favors following a whispered pledge to a diabolic patron, or any number of even subtler exchanges. Those who succumb to these temptations find themselves consigned to an afterlife of endless torment in the pits of Hell, wherein the only hope of escape lies in the chance of being promoted to become a devil in the infernal ranks. Every devil has a specific role to play in the upkeep of the remorseless bureaucratic machine that is Hell, from soldiers and scholars to inquisitors, lawyers, judges, and executioners. Lowly lemures and imps perform subservient labor to more powerful and specialized devils, such as contract devils and erinyes, while the greatest pit fiends command entire infernal armies. ArchdevilsAt any one time, eight archdevils rule the eight upper layers of Hell, while the deepest layer is ruled by Asmodeus. Each archdevil is a unique demigod with a dedicated role in guiding the infernal machine forward. Barbatos is the doorwarden of Hellʼs uppermost layer, while Dispater rules Hellʼs largest city. Mammon guards Hellʼs treasuries, and Belial designs new weapons for Hellʼs legions. Geryon is the oldest archdevil and keeper of many secrets, while Moloch leads Hellʼs armies. Baalzebul is a brooding archdevil who has fallen from Asmodeusʼs favor, while mighty Mephistopheles was formed from the plane of Hell itself. Diabolic DivinitiesMany unique and powerful devils hold positions of power in Hell. The most numerous of these are the infernal dukes, many of whom were promoted to this position from already impressive statures as pit fiends. The supreme ruler of Hell itself is Asmodeus, the Prince of Darkness. Between these two tiers rule the eight archdevils—see the sidebar on the facing page. Diabolic LocationsThe nine layers of Hell are the planar home of all devils, and they much prefer its tyrannically ordered environs to anywhere else in the multiverse. Yet devils can be encountered anywhere mortals can be tempted by infernal bargains or seek diabolic aid. On Golarion, the nation of Cheliax is particularly aligned with Hell. Its government is based upon Hellʼs organization, and the state church is that of Asmodeus. Fiendish RelationsDevils view daemonsʼ constant hunt for souls as a short-sighted waste of potential, and demonsʼ chaotic destruction of society and flesh as uncivilized and obnoxious, but they do not loathe their fiendish counterparts. Indeed, most devils are more than willing to take advantage of daemons and demons as they can to further their own machinations. HellfireStinking, sulfurous hellfire is infused with evil. Hellfire always deals a combination of fire damage and evil damage, though the specific ratio depends on the hellfire's origin. Certain types of hellfire can impose other effects on creatures as well, such as sapping their strength or memories. HellmouthsWhile travel to and from Hell is possible with plane shift, another way to reach and traverse the infernal realms is via hellmouths, strange living portals connecting different layers or even different planes. A hellmouth takes the form of a grimacing face, distended maw, or other distressingly organic aperture, and no two share the same appearance. Most are carefully guarded, but some new or well-hidden hellmouths have yet to be discovered. Other DevilsThe devils presented on these pages are a small sampling of the torments Hell has to offer. Other devils, like the inquisition-focused bone devils, the cherub-faced and fly-bodied accuser devils, and the aquatic drowning devil are a few examples of these widespread immortal creatures. Queens of the NightThe four queens of the night wield great power in the Pit. Ardad Lili is a plotter and manipulator with ambitions of ruling the heavens, while Doloras revels in suffering. Most distant is Mahathallah, watching over fate and death. Mightiest among them is Eiseth, who is assembling an army in Dis in the hopes of claiming the iron throne of Malebolge. The Hierarchy of HellHell is a harsh plane of law with little use for compassion or empathy. As such, it exists entirely within a strict hierarchy, and this order extends to its denizens. While different types of demons correspond to various sins and daemons are associated with modes of mortal death, the different types of devils exist solely to fulfill particular roles in the infernal machine. On occasion, a particular devil can transcend the role for which they were literally shaped, but this often transforms the devil physically into the type suitable for their new role."
